Sentence,Emotion
뚱땡이는 빠져!,혐오
말뽄새 좀 고쳐,분노
으씨! 야,분노
아 말을 좀 해봐!,분노
그냥 그런 게 어딨어?,분노
내가 언제 화를 냈다고 그래?,놀람
뭐 이런 걸 다 배우고 싶다고 그래?,혐오
근데 정말 이 꽃게를 다 써도 되요?,놀람
이쁜데요.,행복
진짜요?,놀람
그럴까! ,행복
내가 뭘 떠 넘겨요?,분노
그래서요. 지금 나보고 어쩌라는 겁니까?,분노
어이구..누가 아니랄까봐...,혐오
이 놈의 기집애!,분노
당신 왜 그래? 생전 손 한번 안 대던 사람이...,놀람
당신은 절루 가 있어! 당신도 얻어터지고 싶어서 그래!,분노
소리는 지르지 말고!,공포
어떻게 되긴 개뿔이 어떻게 돼,분노
아이고 기가막혀...,분노
뭘 차근차근 생각해요! 뭘 차근차근!,분노
당신이 더 나뻐~ 당신이!,분노
너 진짜 아까부터 왜 그러냐?,분노
너 또 뭐 안 되는 거 있어?,공포
쟤 요새 왜 그래?,놀람
자식이 무슨 맨날 생각은? 쟤가 저러니까 안 되는 거야,혐오
너는 동생한테 왜 그러니?,분노
내 말이 틀려?,분노
무슨 취재를 1주일씩이나 해!,놀람
별걸다..,혐오
그러는 형은 바느질 취미 되겠수. 응?,혐오
너도 싫어하고 어머니도 뭐라고 하셔서 안 하려고 했는데..자꾸 해보니까 마음이 편안해 지네,행복
도대체 이런 식으로 결혼하는 집이 어딨어요?,혐오
아니 내 말은...지금 지 형들도 있는데...어떻게 좀 기다렸다가 가도 가야하는거 아니냐 이 말이예요,혐오
빨리 좀 쓸어! 오늘 귀한 손님 오신단 말야,분노
근데 오늘 멋있어요,행복
감사합니다.,행복
뛰지는 말지 그랬어요,공포
하하하.,행복
왜 웃어요?,놀람
이뻐서요,행복
"혀는 내밀지 말구요,다 큰 아가씨가 아까부터 왜 자꾸 혀는 내 밀어요.,",혐오
죄송합니다. 버릇이라서!,놀람
시집가서 잘 살아야 돼...,슬픔
걱정하지 마세요.,슬픔
엄마가 너 얼마나 사랑하는지 알지?,슬픔
저도 엄마 많이 사랑해요...,슬픔
낚시하러 가자매? 여기 낚시터 가는 길 아니잖아!,놀람
우리 어디로 가냐고!!!,분노
너 수영하기로 했잖아!,놀람
수영도 제대로 못하는 게!,혐오
옹알이? 그런 단어를 아는 것 보니까 엄마는 엄마긴 봅니다?,혐오
참나...,혐오
당신은 좀 가만히 계세요!,분노
뭐야? 이거! 책도 아니구만 뭐!,혐오
야 임마! 왜 보는 걸 가져가!  잡지는 책 아니냐 임마!,분노
어두운데 내일 가지!,공포
왜 이래요...,놀람
에팃켓이라뇨?,놀람
축하한다!,행복
"죄송합니다., 큰 형님!",슬픔
아주버니? 이거...갑자기 이런 말 들으니까 쑥스러운데요..허허허.,행복
옷이 맘에 안든대?,놀람
그런 건 아니구요...유럽에서 같이 론칭하는데 지분 계약 문제가지고 좀 골치가 아플 것 같아요..,혐오
니가 뭔데 내 인생에 상관이야!,분노
누가 상관하고 싶어서 상관하냐? 형이 되가지고 먼저 장가를 가야...,혐오
그러니까 너 먼저 가라고! 이 자식아,분노
"왜 화를 내고,,,그래...",놀람
아...아닙니다. 충...분히 이해 갑니다. 오히려...제가..죄송합니다. 원장선생님...,슬픔
엄마!,분노
 형만 입이고..나는 입 아냐! 왜 형만 줘,분노
너는 니가 알아서 먹어. 누가 먹지 마래!!!,놀람
아니...사람이 기분이 나쁘잖아!,분노
내가 너를 어떻게 믿니! 어떻게 믿어!,분노
형이 저 엄마한테 한번만 더 대들면 그때는 완전 죽여 버린다고 했단 말이예요.,공포
형이 무섭긴 무섭구나. 응?,분노
엄마 그만 하세요. 저 어젯밤에 형한테 정말 눈에서 별보이게 맞았단 말이에요,공포
그러니까 왜 니가 제수씨 앞에서 엄마한테 대들어! 대들기는!,분노
무슨 이런 걸 사셨어요...그냥 오셔도 되는데.,놀람
약국이 정말 아담하고 이쁘네요...,놀람
그런가요... 감...사합니다.,행복
왜 깜빡해?,분노
밤에 뭐하는데?,분노
괜찮긴 뭐가 괜찮아--아 좀 비켜봐 신문 좀 보게!,분노
지금 신문이 대수야. 신문이!,분노
말을 먼저 들어봐야지. 당신이 이렇게 좋아서 그러면 어떡해!,혐오
그만 좀 우세요...무슨 초상났어요?,혐오
어떻게 믿어,슬픔
정말 끝까지 그렇게 사람 속 뒤집어 놓고 갈거야?,분노
넌 오늘 왜 그러냐?,놀람
뭐,혐오
남이사!,혐오
무슨 일 있냐?,놀람
아무 말 말고 밥이나 먹어라,혐오
왜 갑자기 화를 내세요?,놀람
내가 지금 화를 안 내게 생겼어! 여기가 어디야?,분노
뭐야! 어째고 어째! 내가 여기 왜 있는건데?,분노
나....밥은....왜 줘?,놀람
괜찮아요? 언제 퇴원해요?,놀람
다행이네.,행복
덕분에요.,행복
무슨 뜻이예요?,놀람
병원에 오셨던 거 알아요...,행복
이것이 얹혀 사는 주제에!,혐오
자기도 얹혀 살면서! 왜 나한테 지랄이야.,분노
지랄? 너 일루와,분노
내가 왜 니가 와!,분노
정말...여러가지 하십니다. 네? 이제는 하다하다 할 짓이 없어서..,혐오
그쪽이 먼저 때렸단 말이예요.,슬픔
아무리 먼저 때렸어도 그렇지...,혐오
저는요...이렇게 안 배우고 자랐습니다,슬픔
뭐예요?,분노
이놈아! 어디 여자 엉덩이에 손을 대애!,분노
안 일어나니까 그렇지 엄마는!!!,분노
모르는 사람인데??,놀람
네???,놀람
그동안 너무 고마웠어요,행복
나 이거...하참...,놀람
왜요?,놀람
나랑 이야기 좀 해자고! 집에 달랑 두 식구 있으면서 이런걸 귀에 끼고 있고 싶어!,분노
왜 그래요? 남 음악 듣는데.,놀람
나하고 이야기 좀 하자고!,분노
무슨 이야기를 해! 30년을 살아놓고 우리가 무슨 할 이야기가 있어,혐오
오냐--시원하다마다!,행복
아이고...이게 누구야?,놀람
갑자기 왜?,놀람
아니 어디로?,놀람
왜 오늘은 그냥 가요?,놀람
너무 하는 거 아니요?,슬픔
네???,놀람
나는 오늘 일찍부터 와서 문 열고 있었는데...어떻게 그냥 갑니까?,슬픔
어딜 가서 일하려구요? 뭐 단란 주점?,혐오
못할 건 뭐 있어요!,분노
여보세요!!!,분노
왜 소리는 지르고 그래요,분노
그게 애 놔두고 할 소리입니까?,분노
여기서 그 말이 왜 나와!,분노
속상하니까 그렇죠!,슬픔
속상하더라도 그런 말은 하지마!,분노
우리하고 자기하고 지낸 세월인 얼만데!,슬픔
왜 이제 오는거요! 너무 늦었지 않소!!!,분노
그래도..너무 늦었지 않소! 사람 하루종일 기다리게 해 놓고는!!!,분노
하하,행복
치,혐오
그래두요!!!,혐오
너 요새 공부는 제대로 하고 있는 거야!?,분노
이번 달에 점수 나오는 거 봐서 내가 가만 안 둘 줄 알어! 알았어?,분노
아무튼 니들이랑 이렇게 있으니까 정말 좋다!!!,행복
저희도...이렇게 뵙게 돼서 정말 좋습니다.,행복
진짜?,놀람
이제껏 내 뭐 하다가 이제 기어 나와?,혐오
금방 일어나려고 한 놈이...한달을 방 구석에서 뒹굴다가 지 형하고 아버지가 두들겨 패서 끌어내니까 이제서 나와,혐오
그래서 이제 생각은 다 했니?,혐오
이 자식이 아직도 정신을 못 차렸어! 아직도 못차려 응? ,분노
이제 어떻게 살거야? 이제 뭐해 먹고 살거냐고 인석아--,분노
그래도 어떻게 그럽니까? 얼굴은 봐야죠,슬픔
전 이런 건 처음이라서요...,놀람
처음이야?,놀람
모기장?,놀람
여기 왜 와 있어?,놀람
그러는 너는?,놀람
나...나는 약 사러 왔지!,놀람
면회를 가겠다고?,놀람
너는 어쩜 이렇게 시애비를 부려먹냐?,분노
그러니까 왜 나한테 부탁을 해애?,분노
그렇다고 시애비를 시켜 먹냐?,분노
우--와 아저씨...설거지 잘 하시는데요.,놀람
하하,행복
왜 보러와?,놀람
당신이 왜 불러?,놀람
진짜 둘이 만나고 있대?,놀람
확실해?,놀람
당신 대체 무슨 말을 하고 싶어서 이래요?,공포
아까 보니까 당신이 너무 나서서 설레발을 치니까 내가 좀 불안해서 그러지,공포
당신도 같이 대책을 세웠잖아요,공포
그건 우리들끼리 이야기고...,공포
이...이게 뭐예요?,놀람
왜요?,놀람
네...뭐...고..맙습니다. 그럼 잘 먹겠습니다.,행복
어머니 보고 싶었어요...,행복
왜 보고 싶어! 다 커서 장가까지 간 녀석이!,혐오
그래두요...헤헤헤 저 오늘 여기서 자고 갈까요?,행복
어디서 자고 가 방도 없는데!!!,혐오
그 같지도 않은  이상한 문학 토론 하려고 기다려?,혐오
같지도 않다뇨? 이상하다뇨?,놀람
당신이 또 책을 읽고 있으니까 그렇잖아!,혐오
언제 당신이 읽었어.? 맨날 모자 챙이나 닦고 있었지!,혐오
내가 기가 막혀서 그래요.!!,분노
어떻게 그럴 수가 있어요. 그럴수가! 당신도 한번 생각을 해봐요.,분노
볼 정신이 어딨어요.,분노
예전처럼... 다시 돌아가면 안될까?,슬픔
그냥...예..예...옛날처럼...흑..,슬픔
너 뭐야? 임마!,분노
왜...왜 그러세요...아..아버지는...,놀람
너 병원 안다니고...어디 술 빚는 술 도가니 같은데 다니냐?,분노
왜 이렇게 날이면 날마다 술이야!,분노
그럼 어떡해요! 죽어도 제가 싫다는데!,슬픔
제가 그걸 어떻게 알아요. 지가 있고 싶으니까 있었겠지!,분노
네??,놀람
너 여기서 뭐 하는 거야 임마!,분노
내가 주는 월급을 공으로 먹겠다는 거야 뭐야?,분노
공으로 먹다뇨?,놀람
그럼 지금 몇신데 아직까지 여기서 농땡이야?,분노
잘 놀다가 무슨 뜬금없는 소리입니까?,놀람
이렇게 공부해서 대학 갈 수는 있겠어요?,혐오
왜 그래? 나는 정말 나가기 싫다니까,혐오
당신은 딸자식 위해서 그거 하나 못해줘요!,분노
왜 강요를 하는 거야?,혐오
우리가 다 같이 나가야 이미지가 살죠!,분노
무슨 이미지가 살어!,혐오
신경외과는 한참 더 위지요!,분노
그러니까 위층 아래층 따지지 말아요!,분노
아주 좋은데!,행복
왜?,놀람
"남의 말을 귀담아들어야 한다는 거, 못 배웠어?",분노
"거봐, 안들었지! 거짓말하면 못써!",분노
"어머, 웬일이래?",놀람
"나에 대한 생각? 뭐야, 뭐야, 사랑 고백? 꺄아, 나 긴장돼!",놀람
"응, 응. 말해봐.",행복
그래? 그럼 그 밖에 뭘 해야 하는데?,놀람
그게 대체 무슨 논리야.,놀람
하루의 가치는 전부 똑같은 거라서 무엇을 했느냐의 차이 같은 걸로 나의 오늘의 가치는 바뀌지 않아. 나는 오늘 즐거웠어.,행복
"저 녀석, 내 옆에 네가 있는 걸 보고도 싹 무시하네? 내일 만나서 따끔하게 혼내줘야겠어!",분노
그럼 일요일 오전 열한 시에 역 앞에서 만나자! 내 일기장에도 꼭 기록해줄게!,행복
"아, 미안.",놀람
근데 병원에는 웬일이야?,놀람
내가 더 깜짝 놀랐어. 노트 잃어버린 줄 알고 찾으러 왔더니 하필 네가 들고 있지 뭐야.,놀람
"어떻게 된 거야, 이거?",놀람
농담이지?,놀람
"헉, 겨우 그거뿐? 뭔가 좀 다른 말, 없어?",놀람
과정이 어떻든 결과는 좋잖아. 그걸로 됐지.,행복
"엇, 관심이 있는 모양이네?",놀람
숯불구이? 아직 대낮인데?,놀람
낮과 밤 사이에 고기 맛이 달라지니?,놀람
"아, 잠깐. 나 그렇게 돈이 많지 않아.",놀람
"어머, 들켰어?",놀람
그건 더 안 되지. 좀 더 의미 있는 일에 써야 해.,놀람
"잘 먹겠습니다, 우와아아!",행복
"어라, 겨우 그 정도의 감동이야? 엄청 맛있는 게 아니고? 내가 머지않아 죽을 사람이라서 감상적으로 맞장구를 쳐주는 건가?",놀람
"우와, 진짜 맛있다. 부자들은 항상 이런 것만 먹을까?",행복
그런가? 이렇게 맛있는 고기를 무한으로 제공해주는데. 진짜 아깝다.,놀람
"아, 잠깐, 잠깐. 지금 뭘 주문하는 거야?",놀람
뭐야 갑자기.,놀람
"벌집 뭐뭐, 라고 하지 않았어? 벌레를 먹어?",놀람
너 혹시 모르는 거야? 지금 말한 것들 모두 소의 내장 부위 이름이야. 내가 내장 고기를 엄청 좋아하거든.,놀람
내장이라고? 소가 그렇게 우스꽝스러운 이름의 부위를 갖고 있어?,놀람
"아니, 내가 내장 고기를 좋아하는 것뿐이야. 좋아하는 음식이 뭐냐고 물으면 내장이라고 하거든. 내가 좋아하는거, 내장!",행복
"아, 밥 주문하는 거 깜빡했네. 너도 밥 필요해?",놀람
기본적으로는 없어. 그것도 의학이 발전한 덕분이래. 그런 의학 발전을 병이 완치되는 방향으로 사용했으면 더 좋았을텐데.,슬픔
"미래, 라는 뜻? 나한테는 남은 시간이 없어",놀람
"아니, 나도 너 말고 다른 사람 앞에서는 이런 얘기 안 해. 다들 슬퍼하잖아. 근데 넌 대단해. 이렇게 나와 자연스럽게 대화를 해주잖아.",행복
너무 높이 평가해주셨네.,놀람
안 울어.,슬픔
화제를 바꿔버리네? 그럼 울어줄 거지? 이제부터 나는 밧줄을 사러 갈거야.,놀람
안 울어. 근데 밧줄이라니?,놀람
"뭐야, 자살하려고?",놀람
자살도 괜찮지 않을까 싶긴 해. 병에 잡아먹히기 전에 내가 직접 이라는 의미에서.,슬픔
"장난? 자살하느니 마느니, 얘기가 뒤죽박죽이잖아. 일단 얘기를 정리하자.",놀람
미안합니다. 얘가 죽을 날이 머지 않아서 머리가 좀 이상해졌어요.,놀람
"어렵사리 점원에게 상품을 소개해달라고 부탁했는데, 방해하지 마. 혹시 나하고 점원이 친하게 얘기하는 것에 질투가 났어?",분노
그게 무슨 소리?,놀람
책 사려고?,놀람
"우리, 남들 눈에는 커플로 보일까?",행복
"아니, 그보다 나, 너에 대해 아무것도 모르는 것 같아.",놀람
왜?,놀람
어떻게 아무도 관심이 없다고 미리 정해두는 건데?,놀람
하지만 나는 너에게 관심이 있는데?,놀람
왜 갑자기 그래?,놀람
나는 너한테 관심이 있다고 말했어. 나는 관심이 없는 사람에게 함께 놀러가자던가 그런 말은 안 해. 사람을 바보 취급하지 말아줘.,분노
"너는 그런 마음인지 모르지만, 나는 기분이 상했어!",분노
"됐어, 됐어, 얼른 대답이나 해.",분노
초등학생 때쯤부터인가? 나한테는 친구라는 게 있었던 기억이 없어.,슬픔
…기억 상실?,놀람
여태까지 쭈욱 친구가 없었다고? 지금 뿐만이 아니라?,놀람
친구 갖고 싶지 않았어?,놀람
"아, 그래서 늘 책만 읽고 있었구나.",놀람
